Issue Group,Issue ID,Issue,CUSIP,Maturity Date,Dated Date,Fund,Fund Description,Tax Status,Coupon Rate,Interest,Principal,Sum,Pay Date
CFD-CADE,606,CAD1 2019 Bonds,12738CAF4,07/01/2029,07/10/2019,1491-CAD1,Cadence - SAD 1,Exempt from Tax,3.250,5395,0,5395,01/01/2025
CFD-CADE,606,CAD1 2019 Bonds,12738CAG2,07/01/2033,07/10/2019,1491-CAD1,Cadence - SAD 1,Exempt from Tax,3.750,5850,0,5850,01/01/2025
CFD-CADE,606,CAD1 2019 Bonds,12738CAH0,07/01/2043,07/10/2019,1491-CAD1,Cadence - SAD 1,Exempt from Tax,4.500,23850,0,23850,01/01/2025
CFD-CADE,607,CAD2 2019 Bonds,12738CAK3,07/01/2029,07/10/2019,1491-CAD2,Cadence - SAD 2,,3.250,715,0,715,01/01/2025
CFD-CADE,607,CAD2 2019 Bonds,12738CAL1,07/01/2043,07/10/2019,1491-CAD2,Cadence - SAD 2,,4.500,2700,0,2700,01/01/2025
CFD-CADE,607,CAD2 2019 Bonds,12738CAM9,07/01/2035,07/10/2019,1491-CAD2,Cadence - SAD 2,,4.000,1200,0,1200,01/01/2025
CFD-CADE,613,CAD3 2020 Bonds,12738CAS6,07/01/2025,07/07/2020,1491-CAD3,Cadence - SAD 3, N/A,2.250,765,0,765,01/01/2025
CFD-CADE,613,CAD3 2020 Bonds,12738CAT4,07/01/2030,07/07/2020,1491-CAD3,Cadence - SAD 3, N/A,3.000,6675,0,6675,01/01/2025
CFD-CADE,613,CAD3 2020 Bonds,12738CAU1,07/01/2045,07/07/2020,1491-CAD3,Cadence - SAD 3, N/A,4.000,39200,0,39200,01/01/2025
CFD-EMK1,570,SA1 2013 Bonds,277484AM3,07/01/2025,06/11/2013,1490-E1S1,Eastmark District 1 SAD 1,Exempt from Tax,4.375,1575,0,1575,01/01/2025
CFD-EMK1,570,SA1 2013 Bonds,277484AN1,07/01/2031,06/11/2013,1490-E1S1,Eastmark District 1 SAD 1,Exempt from Tax,5.000,15900,0,15900,01/01/2025
CFD-EMK1,570,SA1 2013 Bonds,277484AP6,07/01/2038,06/11/2013,1490-E1S1,Eastmark District 1 SAD 1,Exempt from Tax,5.250,27982,0,27982,01/01/2025
CFD-EMK1,566,SA2 2014 Bonds,277484BA8,07/01/2025,07/15/2014,1490-E1S2,Eastmark District 1 SAD 2,Exempt from Tax,4.375,2122,0,2122,01/01/2025
CFD-EMK1,566,SA2 2014 Bonds,277484BB6,07/01/2026,07/15/2014,1490-E1S2,Eastmark District 1 SAD 2,Exempt from Tax,4.375,1466,0,1466,01/01/2025
CFD-EMK1,566,SA2 2014 Bonds,277484BC4,07/01/2030,07/15/2014,1490-E1S2,Eastmark District 1 SAD 2,Exempt from Tax,4.750,12136,0,12136,01/01/2025
CFD-EMK1,566,SA2 2014 Bonds,277484BE0,07/01/2039,07/15/2014,1490-E1S2,Eastmark District 1 SAD 2,Exempt from Tax,5.375,43699,0,43699,01/01/2025
CFD-EMK1,573,SA3 2015 Bonds,277484BQ3,07/01/2025,04/02/2015,1490-E1S3,Eastmark 1 SAD 3,Exempt from Tax,4.250,1084,0,1084,01/01/2025
CFD-EMK1,573,SA3 2015 Bonds,277484BR1,07/01/2030,04/02/2015,1490-E1S3,Eastmark 1 SAD 3,Exempt from Tax,5.000,9825,0,9825,01/01/2025
CFD-EMK1,573,SA3 2015 Bonds,277484BS9,07/01/2039,04/02/2015,1490-E1S3,Eastmark 1 SAD 3,Exempt from Tax,5.200,25974,0,25974,01/01/2025
CFD-EMK1,578,SA4 2015 Bonds,277484CA7,07/01/2025,11/05/2015,1490-E1S4,Eastmark SAD 4,Exempt from Tax,4.000,440,0,440,01/01/2025
CFD-EMK1,578,SA4 2015 Bonds,277484CB5,07/01/2026,11/05/2015,1490-E1S4,Eastmark SAD 4,Exempt from Tax,4.200,504,0,504,01/01/2025
CFD-EMK1,578,SA4 2015 Bonds,277484CC3,07/01/2027,11/05/2015,1490-E1S4,Eastmark SAD 4,Exempt from Tax,4.400,594,0,594,01/01/2025
CFD-EMK1,578,SA4 2015 Bonds,277484CD1,07/01/2028,11/05/2015,1490-E1S4,Eastmark SAD 4,Exempt from Tax,4.500,630,0,630,01/01/2025
CFD-EMK1,578,SA4 2015 Bonds,277484CF6,07/01/2033,11/05/2015,1490-E1S4,Eastmark SAD 4,Exempt from Tax,5.000,4475,0,4475,01/01/2025
CFD-EMK1,578,SA4 2015 Bonds,277484CG4,07/01/2040,11/05/2015,1490-E1S4,Eastmark SAD 4,Exempt from Tax,5.000,9000,0,9000,01/01/2025
CFD-EMK1,579,SA5 2016 Bonds,277484CR0,07/01/2025,03/08/2016,1490-E1S5,Eastmark SAD5,Exempt from Tax,3.500,525,0,525,01/01/2025
CFD-EMK1,579,SA5 2016 Bonds,277484CS8,07/01/2029,03/08/2016,1490-E1S5,Eastmark SAD5,Exempt from Tax,3.950,3160,0,3160,01/01/2025
CFD-EMK1,579,SA5 2016 Bonds,277484CT6,07/01/2034,03/08/2016,1490-E1S5,Eastmark SAD5,Exempt from Tax,4.450,5273,0,5273,01/01/2025
CFD-EMK1,579,SA5 2016 Bonds,277484CU3,07/01/2040,03/08/2016,1490-E1S5,Eastmark SAD5,Exempt from Tax,4.750,8788,0,8788,01/01/2025
CFD-EMK1,587,SA6 2017 Bonds,277484CV1,07/01/2027,03/30/2017,1490-E1S6,Eastmark SAD 6,Exempt from Tax,4.250,914,0,914,01/01/2025
CFD-EMK1,587,SA6 2017 Bonds,277484CW9,07/01/2032,03/30/2017,1490-E1S6,Eastmark SAD 6,Exempt from Tax,4.750,2256,0,2256,01/01/2025
CFD-EMK1,587,SA6 2017 Bonds,277484CX7,07/01/2041,03/30/2017,1490-E1S6,Eastmark SAD 6,Exempt from Tax,5.250,6720,0,6720,01/01/2025
CFD-EMK1,593,SA7 2017 Bonds,277484DF5,07/01/2025,12/07/2017,1490-E1S7,Eastmark SAD 7,Exempt from Tax,3.400,663,0,663,01/01/2025
CFD-EMK1,593,SA7 2017 Bonds,277484DG3,07/01/2026,12/07/2017,1490-E1S7,Eastmark SAD 7,Exempt from Tax,3.500,718,0,718,01/01/2025
CFD-EMK1,593,SA7 2017 Bonds,277484DH1,07/01/2027,12/07/2017,1490-E1S7,Eastmark SAD 7,Exempt from Tax,3.600,738,0,738,01/01/2025
CFD-EMK1,593,SA7 2017 Bonds,277484DJ7,07/01/2028,12/07/2017,1490-E1S7,Eastmark SAD 7,Exempt from Tax,3.700,796,0,796,01/01/2025
CFD-EMK1,593,SA7 2017 Bonds,277484DK4,07/01/2029,12/07/2017,1490-E1S7,Eastmark SAD 7,Exempt from Tax,3.800,893,0,893,01/01/2025
CFD-EMK1,593,SA7 2017 Bonds,277484DL2,07/01/2030,12/07/2017,1490-E1S7,Eastmark SAD 7,Exempt from Tax,3.900,956,0,956,01/01/2025
CFD-EMK1,593,SA7 2017 Bonds,277484DM0,07/01/2031,12/07/2017,1490-E1S7,Eastmark SAD 7,Exempt from Tax,4.000,1040,0,1040,01/01/2025
CFD-EMK1,593,SA7 2017 Bonds,277484DN8,07/01/2032,12/07/2017,1490-E1S7,Eastmark SAD 7,Exempt from Tax,4.100,1128,0,1128,01/01/2025
CFD-EMK1,593,SA7 2017 Bonds,277484DP3,07/01/2037,12/07/2017,1490-E1S7,Eastmark SAD 7,Exempt from Tax,4.250,6672,0,6672,01/01/2025
CFD-EMK1,593,SA7 2017 Bonds,277484DQ1,07/01/2042,12/07/2017,1490-E1S7,Eastmark SAD 7,Exempt from Tax,4.500,8752,0,8752,01/01/2025
CFD-EMK1,594,SA8 2018 Bonds,277484DU2,07/01/2026,02/15/2018,1490-E1S8,Eastmark SAD 8,Exempt from Tax,3.500,840,0,840,01/01/2025
CFD-EMK1,594,SA8 2018 Bonds,277484DV0,07/01/2031,02/15/2018,1490-E1S8,Eastmark SAD 8,Exempt from Tax,4.000,2800,0,2800,01/01/2025
CFD-EMK1,594,SA8 2018 Bonds,277484DW8,07/01/2037,02/15/2018,1490-E1S8,Eastmark SAD 8,Exempt from Tax,4.250,4526,0,4526,01/01/2025
CFD-EMK1,594,SA8 2018 Bonds,277484DX6,07/01/2042,02/15/2018,1490-E1S8,Eastmark SAD 8,Exempt from Tax,4.500,4972,0,4972,01/01/2025
CFD-EMK1,595,SA9 2018 Bonds,277484EA5,07/01/2027,05/30/2018,1490-E1S9,Eastmark SAD 9,Exempt from Tax,3.900,644,0,644,01/01/2025
CFD-EMK1,595,SA9 2018 Bonds,277484EB3,07/01/2032,05/30/2018,1490-E1S9,Eastmark SAD 9,Exempt from Tax,4.250,1339,0,1339,01/01/2025
CFD-EMK1,595,SA9 2018 Bonds,277484EC1,07/01/2037,05/30/2018,1490-E1S9,Eastmark SAD 9,Exempt from Tax,4.500,1845,0,1845,01/01/2025
CFD-EMK1,595,SA9 2018 Bonds,277484ED9,07/01/2042,05/30/2018,1490-E1S9,Eastmark SAD 9,Exempt from Tax,4.750,2470,0,2470,01/01/2025
CFD-EMK1,599,SA11 2018 Bonds,277484EJ6,07/01/2027,11/15/2018,1490-E1S11,Eastmark 1 SAD 11,Exempt from Tax,4.000,1800,0,1800,01/01/2025
CFD-EMK1,599,SA11 2018 Bonds,277484EK3,07/01/2031,11/15/2018,1490-E1S11,Eastmark 1 SAD 11,Exempt from Tax,4.500,3150,0,3150,01/01/2025
CFD-EMK1,599,SA11 2018 Bonds,277484EL1,07/01/2034,11/15/2018,1490-E1S11,Eastmark 1 SAD 11,Exempt from Tax,4.650,2906,0,2906,01/01/2025
CFD-EMK1,599,SA11 2018 Bonds,277484EM9,07/01/2038,11/15/2018,1490-E1S11,Eastmark 1 SAD 11,Exempt from Tax,4.850,4608,0,4608,01/01/2025
CFD-EMK1,599,SA11 2018 Bonds,277484EN7,07/01/2043,11/15/2018,1490-E1S11,Eastmark 1 SAD 11,Exempt from Tax,5.000,7375,0,7375,01/01/2025
CFD-EMK1,600,SA10 2019 Bonds,277484ET4,07/01/2028,01/10/2019,1490-E1S10,Eastmark1 SAD10,Exempt from Tax,3.900,4622,0,4622,01/01/2025
CFD-EMK1,600,SA10 2019 Bonds,277484EU1,07/01/2033,01/10/2019,1490-E1S10,Eastmark1 SAD10,Exempt from Tax,4.500,8032,0,8032,01/01/2025
CFD-EMK1,600,SA10 2019 Bonds,277484EW7,07/01/2043,01/10/2019,1490-E1S10,Eastmark1 SAD10,Exempt from Tax,5.200,26676,0,26676,01/01/2025
CFD-EMK1,622,SA12 2021 Bonds,277484FA4,07/01/2025,01/14/2021,1490-E1S12,Eastmark 1 SAD 12,Exempt from Tax,2.000,1330,0,1330,01/01/2025
CFD-EMK1,622,SA12 2021 Bonds,277484FB2,07/01/2030,01/14/2021,1490-E1S12,Eastmark 1 SAD 12,Exempt from Tax,3.000,11250,0,11250,01/01/2025
CFD-EMK1,622,SA12 2021 Bonds,277484FC0,07/01/2035,01/14/2021,1490-E1S12,Eastmark 1 SAD 12,Exempt from Tax,3.250,14219,0,14219,01/01/2025
CFD-EMK1,622,SA12 2021 Bonds,277484FD8,07/01/2045,01/14/2021,1490-E1S12,Eastmark 1 SAD 12,Exempt from Tax,3.750,43125,0,43125,01/01/2025
CFD-EMK2,612,E2SA 2020 Bonds,277487AD6,07/01/2030,02/27/2020,1492-E2SA,Eastmark 2 - SAD A,Exempt from Tax,3.000,2175,0,2175,01/01/2025
CFD-EMK2,612,E2SA 2020 Bonds,277487AE4,07/01/2037,02/27/2020,1492-E2SA,Eastmark 2 - SAD A,Exempt from Tax,3.500,3675,0,3675,01/01/2025
CFD-EMK2,612,E2SA 2020 Bonds,277487AF1,07/01/2044,02/27/2020,1492-E2SA,Eastmark 2 - SAD A,Exempt from Tax,4.000,5280,0,5280,01/01/2025
GO Bonds,631,2022 GO,5904852A5,07/01/2027,06/22/2022,1405-PARK,General Obligation Bond Redemption - Parks,Exempt from Tax,5.000,13062,0,13062,01/01/2025
GO Bonds,631,2022 GO,5904852A5,07/01/2027,06/22/2022,1405-PS,Public Safety Redemption Fund,Exempt from Tax,5.000,10886,0,10886,01/01/2025
GO Bonds,631,2022 GO,5904852A5,07/01/2027,06/22/2022,1405-STR,General Obligation Bond - Streets,Exempt from Tax,5.000,2176,0,2176,01/01/2025
GO Bonds,631,2022 GO,5904852B3,07/01/2028,06/22/2022,1405-PARK,General Obligation Bond Redemption - Parks,Exempt from Tax,5.000,13688,0,13688,01/01/2025
GO Bonds,631,2022 GO,5904852B3,07/01/2028,06/22/2022,1405-PS,Public Safety Redemption Fund,Exempt from Tax,5.000,11407,0,11407,01/01/2025
GO Bonds,631,2022 GO,5904852B3,07/01/2028,06/22/2022,1405-STR,General Obligation Bond - Streets,Exempt from Tax,5.000,2280,0,2280,01/01/2025
GO Bonds,631,2022 GO,5904852C1,07/01/2029,06/22/2022,1405-PARK,General Obligation Bond Redemption - Parks,Exempt from Tax,5.000,14375,0,14375,01/01/2025
GO Bonds,631,2022 GO,5904852C1,07/01/2029,06/22/2022,1405-PS,Public Safety Redemption Fund,Exempt from Tax,5.000,11980,0,11980,01/01/2025
GO Bonds,631,2022 GO,5904852C1,07/01/2029,06/22/2022,1405-STR,General Obligation Bond - Streets,Exempt from Tax,5.000,2395,0,2395,01/01/2025
GO Bonds,631,2022 GO,5904852D9,07/01/2030,06/22/2022,1405-PARK,General Obligation Bond Redemption - Parks,Exempt from Tax,5.000,15125,0,15125,01/01/2025
GO Bonds,631,2022 GO,5904852D9,07/01/2030,06/22/2022,1405-PS,Public Safety Redemption Fund,Exempt from Tax,5.000,12605,0,12605,01/01/2025
GO Bonds,631,2022 GO,5904852D9,07/01/2030,06/22/2022,1405-STR,General Obligation Bond - Streets,Exempt from Tax,5.000,2520,0,2520,01/01/2025
GO Bonds,631,2022 GO,5904852E7,07/01/2031,06/22/2022,1405-PARK,General Obligation Bond Redemption - Parks,Exempt from Tax,5.000,15875,0,15875,01/01/2025
GO Bonds,631,2022 GO,5904852E7,07/01/2031,06/22/2022,1405-PS,Public Safety Redemption Fund,Exempt from Tax,5.000,13230,0,13230,01/01/2025
GO Bonds,631,2022 GO,5904852E7,07/01/2031,06/22/2022,1405-STR,General Obligation Bond - Streets,Exempt from Tax,5.000,2645,0,2645,01/01/2025
GO Bonds,631,2022 GO,5904852F4,07/01/2032,06/22/2022,1405-PARK,General Obligation Bond Redemption - Parks,Exempt from Tax,5.000,16688,0,16688,01/01/2025
GO Bonds,631,2022 GO,5904852F4,07/01/2032,06/22/2022,1405-PS,Public Safety Redemption Fund,Exempt from Tax,5.000,13907,0,13907,01/01/2025
GO Bonds,631,2022 GO,5904852F4,07/01/2032,06/22/2022,1405-STR,General Obligation Bond - Streets,Exempt from Tax,5.000,2780,0,2780,01/01/2025
GO Bonds,640,2023 GO ,5904852H0,07/01/2025,12/07/2023,1405-LIBR,General Obligation Bond Redemption - Library,Exempt from Tax,5.000,7640,0,7640,01/01/2025
GO Bonds,640,2023 GO ,5904852H0,07/01/2025,12/07/2023,1405-PARK,General Obligation Bond Redemption - Parks,Exempt from Tax,5.000,70292,0,70292,01/01/2025
GO Bonds,640,2023 GO ,5904852H0,07/01/2025,12/07/2023,1405-PS,Public Safety Redemption Fund,Exempt from Tax,5.000,30563,0,30563,01/01/2025
GO Bonds,640,2023 GO ,5904852H0,07/01/2025,12/07/2023,1405-STR,General Obligation Bond - Streets,Exempt from Tax,5.000,27505,0,27505,01/01/2025
GO Bonds,640,2023 GO ,5904852J6,07/01/2026,12/07/2023,1405-LIBR,General Obligation Bond Redemption - Library,Exempt from Tax,5.000,3427,0,3427,01/01/2025
GO Bonds,640,2023 GO ,5904852J6,07/01/2026,12/07/2023,1405-PARK,General Obligation Bond Redemption - Parks,Exempt from Tax,5.000,31528,0,31528,01/01/2025
GO Bonds,640,2023 GO ,5904852J6,07/01/2026,12/07/2023,1405-PS,Public Safety Redemption Fund,Exempt from Tax,5.000,13709,0,13709,01/01/2025
GO Bonds,640,2023 GO ,5904852J6,07/01/2026,12/07/2023,1405-STR,General Obligation Bond - Streets,Exempt from Tax,5.000,12337,0,12337,01/01/2025
GO Bonds,640,2023 GO ,5904852K3,07/01/2027,12/07/2023,1405-LIBR,General Obligation Bond Redemption - Library,Exempt from Tax,5.000,3603,0,3603,01/01/2025
GO Bonds,640,2023 GO ,5904852K3,07/01/2027,12/07/2023,1405-PARK,General Obligation Bond Redemption - Parks,Exempt from Tax,5.000,33143,0,33143,01/01/2025
GO Bonds,640,2023 GO ,5904852K3,07/01/2027,12/07/2023,1405-PS,Public Safety Redemption Fund,Exempt from Tax,5.000,14411,0,14411,01/01/2025
GO Bonds,640,2023 GO ,5904852K3,07/01/2027,12/07/2023,1405-STR,General Obligation Bond - Streets,Exempt from Tax,5.000,12969,0,12969,01/01/2025
GO Bonds,640,2023 GO ,5904852L1,07/01/2028,12/07/2023,1405-LIBR,General Obligation Bond Redemption - Library,Exempt from Tax,5.000,3778,0,3778,01/01/2025
GO Bonds,640,2023 GO ,5904852L1,07/01/2028,12/07/2023,1405-PARK,General Obligation Bond Redemption - Parks,Exempt from Tax,5.000,34758,0,34758,01/01/2025
GO Bonds,640,2023 GO ,5904852L1,07/01/2028,12/07/2023,1405-PS,Public Safety Redemption Fund,Exempt from Tax,5.000,15113,0,15113,01/01/2025
GO Bonds,640,2023 GO ,5904852L1,07/01/2028,12/07/2023,1405-STR,General Obligation Bond - Streets,Exempt from Tax,5.000,13601,0,13601,01/01/2025
GO Bonds,640,2023 GO ,5904852M9,07/01/2029,12/07/2023,1405-LIBR,General Obligation Bond Redemption - Library,Exempt from Tax,5.000,3968,0,3968,01/01/2025
GO Bonds,640,2023 GO ,5904852M9,07/01/2029,12/07/2023,1405-PARK,General Obligation Bond Redemption - Parks,Exempt from Tax,5.000,36503,0,36503,01/01/2025
GO Bonds,640,2023 GO ,5904852M9,07/01/2029,12/07/2023,1405-PS,Public Safety Redemption Fund,Exempt from Tax,5.000,15872,0,15872,01/01/2025
GO Bonds,640,2023 GO ,5904852M9,07/01/2029,12/07/2023,1405-STR,General Obligation Bond - Streets,Exempt from Tax,5.000,14283,0,14283,01/01/2025
GO Bonds,640,2023 GO ,5904852N7,07/01/2030,12/07/2023,1405-LIBR,General Obligation Bond Redemption - Library,Exempt from Tax,5.000,4164,0,4164,01/01/2025
GO Bonds,640,2023 GO ,5904852N7,07/01/2030,12/07/2023,1405-PARK,General Obligation Bond Redemption - Parks,Exempt from Tax,5.000,38312,0,38312,01/01/2025
GO Bonds,640,2023 GO ,5904852N7,07/01/2030,12/07/2023,1405-PS,Public Safety Redemption Fund,Exempt from Tax,5.000,16658,0,16658,01/01/2025
GO Bonds,640,2023 GO ,5904852N7,07/01/2030,12/07/2023,1405-STR,General Obligation Bond - Streets,Exempt from Tax,5.000,14991,0,14991,01/01/2025
GO Bonds,640,2023 GO ,5904852P2,07/01/2031,12/07/2023,1405-LIBR,General Obligation Bond Redemption - Library,Exempt from Tax,5.000,4375,0,4375,01/01/2025
GO Bonds,640,2023 GO ,5904852P2,07/01/2031,12/07/2023,1405-PARK,General Obligation Bond Redemption - Parks,Exempt from Tax,5.000,40250,0,40250,01/01/2025
GO Bonds,640,2023 GO ,5904852P2,07/01/2031,12/07/2023,1405-PS,Public Safety Redemption Fund,Exempt from Tax,5.000,17501,0,17501,01/01/2025
GO Bonds,640,2023 GO ,5904852P2,07/01/2031,12/07/2023,1405-STR,General Obligation Bond - Streets,Exempt from Tax,5.000,15749,0,15749,01/01/2025
GO Bonds,640,2023 GO ,5904852Q0,07/01/2032,12/07/2023,1405-LIBR,General Obligation Bond Redemption - Library,Exempt from Tax,5.000,4593,0,4593,01/01/2025
GO Bonds,640,2023 GO ,5904852Q0,07/01/2032,12/07/2023,1405-PARK,General Obligation Bond Redemption - Parks,Exempt from Tax,5.000,42252,0,42252,01/01/2025
GO Bonds,640,2023 GO ,5904852Q0,07/01/2032,12/07/2023,1405-PS,Public Safety Redemption Fund,Exempt from Tax,5.000,18372,0,18372,01/01/2025
GO Bonds,640,2023 GO ,5904852Q0,07/01/2032,12/07/2023,1405-STR,General Obligation Bond - Streets,Exempt from Tax,5.000,16533,0,16533,01/01/2025
GO Bonds,640,2023 GO ,5904852R8,07/01/2033,12/07/2023,1405-LIBR,General Obligation Bond Redemption - Library,Exempt from Tax,5.000,4824,0,4824,01/01/2025
GO Bonds,640,2023 GO ,5904852R8,07/01/2033,12/07/2023,1405-PARK,General Obligation Bond Redemption - Parks,Exempt from Tax,5.000,44384,0,44384,01/01/2025
GO Bonds,640,2023 GO ,5904852R8,07/01/2033,12/07/2023,1405-PS,Public Safety Redemption Fund,Exempt from Tax,5.000,19299,0,19299,01/01/2025
GO Bonds,640,2023 GO ,5904852R8,07/01/2033,12/07/2023,1405-STR,General Obligation Bond - Streets,Exempt from Tax,5.000,17367,0,17367,01/01/2025
GO Bonds,640,2023 GO ,5904852S6,07/01/2034,12/07/2023,1405-LIBR,General Obligation Bond Redemption - Library,Exempt from Tax,5.000,5063,0,5063,01/01/2025
GO Bonds,640,2023 GO ,5904852S6,07/01/2034,12/07/2023,1405-PARK,General Obligation Bond Redemption - Parks,Exempt from Tax,5.000,46581,0,46581,01/01/2025
GO Bonds,640,2023 GO ,5904852S6,07/01/2034,12/07/2023,1405-PS,Public Safety Redemption Fund,Exempt from Tax,5.000,20254,0,20254,01/01/2025
GO Bonds,640,2023 GO ,5904852S6,07/01/2034,12/07/2023,1405-STR,General Obligation Bond - Streets,Exempt from Tax,5.000,18227,0,18227,01/01/2025
GO Bonds,640,2023 GO ,5904852T4,07/01/2035,12/07/2023,1405-LIBR,General Obligation Bond Redemption - Library,Exempt from Tax,5.000,5316,0,5316,01/01/2025
GO Bonds,640,2023 GO ,5904852T4,07/01/2035,12/07/2023,1405-PARK,General Obligation Bond Redemption - Parks,Exempt from Tax,5.000,48907,0,48907,01/01/2025
GO Bonds,640,2023 GO ,5904852T4,07/01/2035,12/07/2023,1405-PS,Public Safety Redemption Fund,Exempt from Tax,5.000,21265,0,21265,01/01/2025
GO Bonds,640,2023 GO ,5904852T4,07/01/2035,12/07/2023,1405-STR,General Obligation Bond - Streets,Exempt from Tax,5.000,19137,0,19137,01/01/2025
GO Bonds,640,2023 GO ,5904852U1,07/01/2036,12/07/2023,1405-LIBR,General Obligation Bond Redemption - Library,Exempt from Tax,5.000,5583,0,5583,01/01/2025
GO Bonds,640,2023 GO ,5904852U1,07/01/2036,12/07/2023,1405-PARK,General Obligation Bond Redemption - Parks,Exempt from Tax,5.000,51362,0,51362,01/01/2025
GO Bonds,640,2023 GO ,5904852U1,07/01/2036,12/07/2023,1405-PS,Public Safety Redemption Fund,Exempt from Tax,5.000,22333,0,22333,01/01/2025
GO Bonds,640,2023 GO ,5904852U1,07/01/2036,12/07/2023,1405-STR,General Obligation Bond - Streets,Exempt from Tax,5.000,20098,0,20098,01/01/2025
GO Bonds,640,2023 GO ,5904852V9,07/01/2037,12/07/2023,1405-LIBR,General Obligation Bond Redemption - Library,Exempt from Tax,5.000,5864,0,5864,01/01/2025
GO Bonds,640,2023 GO ,5904852V9,07/01/2037,12/07/2023,1405-PARK,General Obligation Bond Redemption - Parks,Exempt from Tax,5.000,53946,0,53946,01/01/2025
GO Bonds,640,2023 GO ,5904852V9,07/01/2037,12/07/2023,1405-PS,Public Safety Redemption Fund,Exempt from Tax,5.000,23456,0,23456,01/01/2025
GO Bonds,640,2023 GO ,5904852V9,07/01/2037,12/07/2023,1405-STR,General Obligation Bond - Streets,Exempt from Tax,5.000,21109,0,21109,01/01/2025
GO Bonds,640,2023 GO ,5904852W7,07/01/2038,12/07/2023,1405-LIBR,General Obligation Bond Redemption - Library,Exempt from Tax,5.000,6159,0,6159,01/01/2025
GO Bonds,640,2023 GO ,5904852W7,07/01/2038,12/07/2023,1405-PARK,General Obligation Bond Redemption - Parks,Exempt from Tax,5.000,56660,0,56660,01/01/2025
GO Bonds,640,2023 GO ,5904852W7,07/01/2038,12/07/2023,1405-PS,Public Safety Redemption Fund,Exempt from Tax,5.000,24636,0,24636,01/01/2025
GO Bonds,640,2023 GO ,5904852W7,07/01/2038,12/07/2023,1405-STR,General Obligation Bond - Streets,Exempt from Tax,5.000,22171,0,22171,01/01/2025
GO Bonds,640,2023 GO ,5904852X5,07/01/2039,12/07/2023,1405-LIBR,General Obligation Bond Redemption - Library,Exempt from Tax,5.000,6461,0,6461,01/01/2025
GO Bonds,640,2023 GO ,5904852X5,07/01/2039,12/07/2023,1405-PARK,General Obligation Bond Redemption - Parks,Exempt from Tax,5.000,59438,0,59438,01/01/2025
GO Bonds,640,2023 GO ,5904852X5,07/01/2039,12/07/2023,1405-PS,Public Safety Redemption Fund,Exempt from Tax,5.000,25844,0,25844,01/01/2025
GO Bonds,640,2023 GO ,5904852X5,07/01/2039,12/07/2023,1405-STR,General Obligation Bond - Streets,Exempt from Tax,5.000,23258,0,23258,01/01/2025
GO Bonds,640,2023 GO ,5904852Y3,07/01/2040,12/07/2023,1405-LIBR,General Obligation Bond Redemption - Library,Exempt from Tax,5.000,6791,0,6791,01/01/2025
GO Bonds,640,2023 GO ,5904852Y3,07/01/2040,12/07/2023,1405-PARK,General Obligation Bond Redemption - Parks,Exempt from Tax,5.000,62474,0,62474,01/01/2025
GO Bonds,640,2023 GO ,5904852Y3,07/01/2040,12/07/2023,1405-PS,Public Safety Redemption Fund,Exempt from Tax,5.000,27164,0,27164,01/01/2025
GO Bonds,640,2023 GO ,5904852Y3,07/01/2040,12/07/2023,1405-STR,General Obligation Bond - Streets,Exempt from Tax,5.000,24446,0,24446,01/01/2025
GO Bonds,640,2023 GO ,5904852Z0,07/01/2041,12/07/2023,1405-LIBR,General Obligation Bond Redemption - Library,Exempt from Tax,5.000,7128,0,7128,01/01/2025
GO Bonds,640,2023 GO ,5904852Z0,07/01/2041,12/07/2023,1405-PARK,General Obligation Bond Redemption - Parks,Exempt from Tax,5.000,65575,0,65575,01/01/2025
GO Bonds,640,2023 GO ,5904852Z0,07/01/2041,12/07/2023,1405-PS,Public Safety Redemption Fund,Exempt from Tax,5.000,28513,0,28513,01/01/2025
GO Bonds,640,2023 GO ,5904852Z0,07/01/2041,12/07/2023,1405-STR,General Obligation Bond - Streets,Exempt from Tax,5.000,25659,0,25659,01/01/2025
GO Bonds,640,2023 GO ,5904853A4,07/01/2042,12/07/2023,1405-LIBR,General Obligation Bond Redemption - Library,Exempt from Tax,5.000,7486,0,7486,01/01/2025
GO Bonds,640,2023 GO ,5904853A4,07/01/2042,12/07/2023,1405-PARK,General Obligation Bond Redemption - Parks,Exempt from Tax,5.000,68870,0,68870,01/01/2025
GO Bonds,640,2023 GO ,5904853A4,07/01/2042,12/07/2023,1405-PS,Public Safety Redemption Fund,Exempt from Tax,5.000,29945,0,29945,01/01/2025
GO Bonds,640,2023 GO ,5904853A4,07/01/2042,12/07/2023,1405-STR,General Obligation Bond - Streets,Exempt from Tax,5.000,26948,0,26948,01/01/2025
GO Bonds,640,2023 GO ,5904853B2,07/01/2043,12/07/2023,1405-LIBR,General Obligation Bond Redemption - Library,Exempt from Tax,5.000,7858,0,7858,01/01/2025
GO Bonds,640,2023 GO ,5904853B2,07/01/2043,12/07/2023,1405-PARK,General Obligation Bond Redemption - Parks,Exempt from Tax,5.000,72294,0,72294,01/01/2025
GO Bonds,640,2023 GO ,5904853B2,07/01/2043,12/07/2023,1405-PS,Public Safety Redemption Fund,Exempt from Tax,5.000,31434,0,31434,01/01/2025
GO Bonds,640,2023 GO ,5904853B2,07/01/2043,12/07/2023,1405-STR,General Obligation Bond - Streets,Exempt from Tax,5.000,28288,0,28288,01/01/2025
