Issue Group,Issue ID,Issue,CUSIP,Maturity Date,Dated Date,Fund,Fund Description,Tax Status,Coupon Rate,Interest,Principal,Sum,Pay Date
Utility Revenue,625,2021 Util,590545T58,07/01/2033,05/27/2021,3205-WW,Utility Systems Bond Redemption - Wastewater,Exempt from Tax,5.000,19660,0,19660,07/01/2026
Utility Revenue,625,2021 Util,590545T66,07/01/2034,05/27/2021,3205-ELC,Utility Systems Bond Redemption - Electric,Exempt from Tax,3.000,2940,0,2940,07/01/2026
Utility Revenue,625,2021 Util,590545T66,07/01/2034,05/27/2021,3205-GAS,Utility Systems Bond Redemption - Gas,Exempt from Tax,3.000,2775,0,2775,07/01/2026
Utility Revenue,625,2021 Util,590545T66,07/01/2034,05/27/2021,3205-WTR,Utility Systems Bond Redemption - Water,Exempt from Tax,3.000,12489,0,12489,07/01/2026
Utility Revenue,625,2021 Util,590545T66,07/01/2034,05/27/2021,3205-WW,Utility Systems Bond Redemption - Wastewater,Exempt from Tax,3.000,11796,0,11796,07/01/2026
Utility Revenue,625,2021 Util,590545T74,07/01/2035,05/27/2021,3205-ELC,Utility Systems Bond Redemption - Electric,Exempt from Tax,3.000,1470,0,1470,07/01/2026
Utility Revenue,625,2021 Util,590545T74,07/01/2035,05/27/2021,3205-GAS,Utility Systems Bond Redemption - Gas,Exempt from Tax,3.000,1388,0,1388,07/01/2026
Utility Revenue,625,2021 Util,590545T74,07/01/2035,05/27/2021,3205-WTR,Utility Systems Bond Redemption - Water,Exempt from Tax,3.000,6244,0,6244,07/01/2026
Utility Revenue,625,2021 Util,590545T74,07/01/2035,05/27/2021,3205-WW,Utility Systems Bond Redemption - Wastewater,Exempt from Tax,3.000,5898,0,5898,07/01/2026
Utility Revenue,625,2021 Util,590545T82,07/01/2045,05/27/2021,3205-ELC,Utility Systems Bond Redemption - Electric,Exempt from Tax,5.000,27918,0,27918,07/01/2026
Utility Revenue,625,2021 Util,590545T82,07/01/2045,05/27/2021,3205-GAS,Utility Systems Bond Redemption - Gas,Exempt from Tax,5.000,26351,0,26351,07/01/2026
Utility Revenue,625,2021 Util,590545T82,07/01/2045,05/27/2021,3205-WTR,Utility Systems Bond Redemption - Water,Exempt from Tax,5.000,118593,0,118593,07/01/2026
Utility Revenue,625,2021 Util,590545T82,07/01/2045,05/27/2021,3205-WW,Utility Systems Bond Redemption - Wastewater,Exempt from Tax,5.000,112013,0,112013,07/01/2026
Utility Revenue,626,2021 Util Ref,590545T90,07/01/2035,05/27/2021,3205-ELC,Utility Systems Bond Redemption - Electric,Exempt from Tax,4.000,73856,0,73856,07/01/2026
Utility Revenue,626,2021 Util Ref,590545T90,07/01/2035,05/27/2021,3205-GAS,Utility Systems Bond Redemption - Gas,Exempt from Tax,4.000,178044,0,178044,07/01/2026
Utility Revenue,626,2021 Util Ref,590545T90,07/01/2035,05/27/2021,3205-WTR,Utility Systems Bond Redemption - Water,Exempt from Tax,4.000,484147,0,484147,07/01/2026
Utility Revenue,626,2021 Util Ref,590545T90,07/01/2035,05/27/2021,3205-WW,Utility Systems Bond Redemption - Wastewater,Exempt from Tax,4.000,161353,0,161353,07/01/2026
Utility Revenue,557,2013 Util,590545TY5,07/01/2037,06/05/2013,3205-ELC,Utility Systems Bond Redemption - Electric,Exempt from Tax,4.000,87400,0,87400,07/01/2026
Utility Revenue,557,2013 Util,590545TY5,07/01/2037,06/05/2013,3205-GAS,Utility Systems Bond Redemption - Gas,Exempt from Tax,4.000,106700,0,106700,07/01/2026
Utility Revenue,557,2013 Util,590545TY5,07/01/2037,06/05/2013,3205-WTR,Utility Systems Bond Redemption - Water,Exempt from Tax,4.000,592200,0,592200,07/01/2026
Utility Revenue,557,2013 Util,590545TY5,07/01/2037,06/05/2013,3205-WW,Utility Systems Bond Redemption - Wastewater,Exempt from Tax,4.000,159500,0,159500,07/01/2026
Utility Revenue,561,2014 Util ,590545TZ2,07/01/2037,06/18/2014,3205-GAS,Utility Systems Bond Redemption - Gas,Exempt from Tax,4.000,43720,0,43720,07/01/2026
Utility Revenue,561,2014 Util ,590545TZ2,07/01/2037,06/18/2014,3205-SW,Utility Systems Bond Redemption - Solid Waste,Exempt from Tax,4.000,4240,0,4240,07/01/2026
Utility Revenue,561,2014 Util ,590545TZ2,07/01/2037,06/18/2014,3205-WTR,Utility Systems Bond Redemption - Water,Exempt from Tax,4.000,208640,0,208640,07/01/2026
Utility Revenue,561,2014 Util ,590545TZ2,07/01/2037,06/18/2014,3205-WW,Utility Systems Bond Redemption - Wastewater,Exempt from Tax,4.000,143400,0,143400,07/01/2026
Utility Obligations,627,2021 Util Oblig,590545U56,07/01/2026,06/17/2021,3215-ELC,Utility Systems Obligations Redemption - ELC,Exempt from Tax,5.000,8598,343900,352498,07/01/2026
Utility Obligations,627,2021 Util Oblig,590545U56,07/01/2026,06/17/2021,3215-GAS,Utility Systems Obligations Redemption - GAS,Exempt from Tax,5.000,1490,59600,61090,07/01/2026
Utility Obligations,627,2021 Util Oblig,590545U56,07/01/2026,06/17/2021,3215-WTR,Utility Systems Obligations Redemption - Water,Exempt from Tax,5.000,11930,477200,489130,07/01/2026
Utility Obligations,627,2021 Util Oblig,590545U56,07/01/2026,06/17/2021,3215-WW,Utility Systems Obligations Remption - Waste Water,Exempt from Tax,5.000,2982,119300,122282,07/01/2026
Utility Obligations,627,2021 Util Oblig,590545U64,07/01/2027,06/17/2021,3215-ELC,Utility Systems Obligations Redemption - ELC,Exempt from Tax,5.000,8598,0,8598,07/01/2026
Utility Obligations,627,2021 Util Oblig,590545U64,07/01/2027,06/17/2021,3215-GAS,Utility Systems Obligations Redemption - GAS,Exempt from Tax,5.000,1490,0,1490,07/01/2026
Utility Obligations,627,2021 Util Oblig,590545U64,07/01/2027,06/17/2021,3215-WTR,Utility Systems Obligations Redemption - Water,Exempt from Tax,5.000,11930,0,11930,07/01/2026
Utility Obligations,627,2021 Util Oblig,590545U64,07/01/2027,06/17/2021,3215-WW,Utility Systems Obligations Remption - Waste Water,Exempt from Tax,5.000,2982,0,2982,07/01/2026
Utility Obligations,627,2021 Util Oblig,590545U72,07/01/2028,06/17/2021,3215-ELC,Utility Systems Obligations Redemption - ELC,Exempt from Tax,5.000,8598,0,8598,07/01/2026
Utility Obligations,627,2021 Util Oblig,590545U72,07/01/2028,06/17/2021,3215-GAS,Utility Systems Obligations Redemption - GAS,Exempt from Tax,5.000,1490,0,1490,07/01/2026
Utility Obligations,627,2021 Util Oblig,590545U72,07/01/2028,06/17/2021,3215-WTR,Utility Systems Obligations Redemption - Water,Exempt from Tax,5.000,11930,0,11930,07/01/2026
Utility Obligations,627,2021 Util Oblig,590545U72,07/01/2028,06/17/2021,3215-WW,Utility Systems Obligations Remption - Waste Water,Exempt from Tax,5.000,2982,0,2982,07/01/2026
Utility Obligations,627,2021 Util Oblig,590545U80,07/01/2029,06/17/2021,3215-ELC,Utility Systems Obligations Redemption - ELC,Exempt from Tax,5.000,8598,0,8598,07/01/2026
Utility Obligations,627,2021 Util Oblig,590545U80,07/01/2029,06/17/2021,3215-GAS,Utility Systems Obligations Redemption - GAS,Exempt from Tax,5.000,1490,0,1490,07/01/2026
Utility Obligations,627,2021 Util Oblig,590545U80,07/01/2029,06/17/2021,3215-WTR,Utility Systems Obligations Redemption - Water,Exempt from Tax,5.000,11930,0,11930,07/01/2026
Utility Obligations,627,2021 Util Oblig,590545U80,07/01/2029,06/17/2021,3215-WW,Utility Systems Obligations Remption - Waste Water,Exempt from Tax,5.000,2982,0,2982,07/01/2026
Utility Obligations,627,2021 Util Oblig,590545U98,07/01/2030,06/17/2021,3215-ELC,Utility Systems Obligations Redemption - ELC,Exempt from Tax,5.000,8598,0,8598,07/01/2026
Utility Obligations,627,2021 Util Oblig,590545U98,07/01/2030,06/17/2021,3215-GAS,Utility Systems Obligations Redemption - GAS,Exempt from Tax,5.000,1490,0,1490,07/01/2026
Utility Obligations,627,2021 Util Oblig,590545U98,07/01/2030,06/17/2021,3215-WTR,Utility Systems Obligations Redemption - Water,Exempt from Tax,5.000,11930,0,11930,07/01/2026
Utility Obligations,627,2021 Util Oblig,590545U98,07/01/2030,06/17/2021,3215-WW,Utility Systems Obligations Remption - Waste Water,Exempt from Tax,5.000,2982,0,2982,07/01/2026
Utility Revenue,561,2014 Util ,590545UA5,07/01/2038,06/18/2014,3205-GAS,Utility Systems Bond Redemption - Gas,Exempt from Tax,4.000,35818,0,35818,07/01/2026
Utility Revenue,561,2014 Util ,590545UA5,07/01/2038,06/18/2014,3205-SW,Utility Systems Bond Redemption - Solid Waste,Exempt from Tax,4.000,3474,0,3474,07/01/2026
Utility Revenue,561,2014 Util ,590545UA5,07/01/2038,06/18/2014,3205-WTR,Utility Systems Bond Redemption - Water,Exempt from Tax,4.000,170928,0,170928,07/01/2026
Utility Revenue,561,2014 Util ,590545UA5,07/01/2038,06/18/2014,3205-WW,Utility Systems Bond Redemption - Wastewater,Exempt from Tax,4.000,117480,0,117480,07/01/2026
Utility Revenue,571,2014 Util Ref,590545UJ6,07/01/2026,10/15/2014,3205-GAS,Utility Systems Bond Redemption - Gas,Exempt from Tax,3.000,1910,127354,129265,07/01/2026
Utility Revenue,571,2014 Util Ref,590545UJ6,07/01/2026,10/15/2014,3205-SW,Utility Systems Bond Redemption - Solid Waste,Exempt from Tax,3.000,107,7153,7260,07/01/2026
Utility Revenue,571,2014 Util Ref,590545UJ6,07/01/2026,10/15/2014,3205-WTR,Utility Systems Bond Redemption - Water,Exempt from Tax,3.000,11949,796626,808576,07/01/2026
Utility Revenue,571,2014 Util Ref,590545UJ6,07/01/2026,10/15/2014,3205-WW,Utility Systems Bond Redemption - Wastewater,Exempt from Tax,3.000,9358,623866,633224,07/01/2026
Utility Revenue,571,2014 Util Ref,590545UK3,07/01/2027,10/15/2014,3205-GAS,Utility Systems Bond Redemption - Gas,Exempt from Tax,3.000,13231,0,13231,07/01/2026
Utility Revenue,571,2014 Util Ref,590545UK3,07/01/2027,10/15/2014,3205-SW,Utility Systems Bond Redemption - Solid Waste,Exempt from Tax,3.000,743,0,743,07/01/2026
Utility Revenue,571,2014 Util Ref,590545UK3,07/01/2027,10/15/2014,3205-WTR,Utility Systems Bond Redemption - Water,Exempt from Tax,3.000,82762,0,82762,07/01/2026
Utility Revenue,571,2014 Util Ref,590545UK3,07/01/2027,10/15/2014,3205-WW,Utility Systems Bond Redemption - Wastewater,Exempt from Tax,3.000,64814,0,64814,07/01/2026
Utility Revenue,571,2014 Util Ref,590545UL1,07/01/2028,10/15/2014,3205-GAS,Utility Systems Bond Redemption - Gas,Exempt from Tax,3.000,22623,0,22623,07/01/2026
Utility Revenue,571,2014 Util Ref,590545UL1,07/01/2028,10/15/2014,3205-SW,Utility Systems Bond Redemption - Solid Waste,Exempt from Tax,3.000,1271,0,1271,07/01/2026
Utility Revenue,571,2014 Util Ref,590545UL1,07/01/2028,10/15/2014,3205-WTR,Utility Systems Bond Redemption - Water,Exempt from Tax,3.000,141510,0,141510,07/01/2026
Utility Revenue,571,2014 Util Ref,590545UL1,07/01/2028,10/15/2014,3205-WW,Utility Systems Bond Redemption - Wastewater,Exempt from Tax,3.000,110821,0,110821,07/01/2026
Utility Revenue,571,2014 Util Ref,590545UM9,07/01/2029,10/15/2014,3205-GAS,Utility Systems Bond Redemption - Gas,Exempt from Tax,3.250,34150,0,34150,07/01/2026
Utility Revenue,571,2014 Util Ref,590545UM9,07/01/2029,10/15/2014,3205-SW,Utility Systems Bond Redemption - Solid Waste,Exempt from Tax,3.250,1918,0,1918,07/01/2026
Utility Revenue,571,2014 Util Ref,590545UM9,07/01/2029,10/15/2014,3205-WTR,Utility Systems Bond Redemption - Water,Exempt from Tax,3.250,213616,0,213616,07/01/2026
Utility Revenue,571,2014 Util Ref,590545UM9,07/01/2029,10/15/2014,3205-WW,Utility Systems Bond Redemption - Wastewater,Exempt from Tax,3.250,167290,0,167290,07/01/2026
Utility Revenue,571,2014 Util Ref,590545UN7,07/01/2030,10/15/2014,3205-GAS,Utility Systems Bond Redemption - Gas,Exempt from Tax,3.250,25340,0,25340,07/01/2026
Utility Revenue,571,2014 Util Ref,590545UN7,07/01/2030,10/15/2014,3205-SW,Utility Systems Bond Redemption - Solid Waste,Exempt from Tax,3.250,1423,0,1423,07/01/2026
Utility Revenue,571,2014 Util Ref,590545UN7,07/01/2030,10/15/2014,3205-WTR,Utility Systems Bond Redemption - Water,Exempt from Tax,3.250,158506,0,158506,07/01/2026
Utility Revenue,571,2014 Util Ref,590545UN7,07/01/2030,10/15/2014,3205-WW,Utility Systems Bond Redemption - Wastewater,Exempt from Tax,3.250,124131,0,124131,07/01/2026
Utility Revenue,571,2014 Util Ref,590545UQ0,07/01/2026,10/15/2014,3205-GAS,Utility Systems Bond Redemption - Gas,Exempt from Tax,4.000,12490,624488,636977,07/01/2026
Utility Revenue,571,2014 Util Ref,590545UQ0,07/01/2026,10/15/2014,3205-SW,Utility Systems Bond Redemption - Solid Waste,Exempt from Tax,4.000,702,35075,35776,07/01/2026
Utility Revenue,571,2014 Util Ref,590545UQ0,07/01/2026,10/15/2014,3205-WTR,Utility Systems Bond Redemption - Water,Exempt from Tax,4.000,78126,3906288,3984413,07/01/2026
Utility Revenue,571,2014 Util Ref,590545UQ0,07/01/2026,10/15/2014,3205-WW,Utility Systems Bond Redemption - Wastewater,Exempt from Tax,4.000,61183,3059150,3120333,07/01/2026
Utility Obligations,627,2021 Util Oblig,590545V22,07/01/2035,06/17/2021,3215-ELC,Utility Systems Obligations Redemption - ELC,Exempt from Tax,4.000,8494,0,8494,07/01/2026
Utility Obligations,627,2021 Util Oblig,590545V22,07/01/2035,06/17/2021,3215-GAS,Utility Systems Obligations Redemption - GAS,Exempt from Tax,4.000,1472,0,1472,07/01/2026
Utility Obligations,627,2021 Util Oblig,590545V22,07/01/2035,06/17/2021,3215-WTR,Utility Systems Obligations Redemption - Water,Exempt from Tax,4.000,11787,0,11787,07/01/2026
Utility Obligations,627,2021 Util Oblig,590545V22,07/01/2035,06/17/2021,3215-WW,Utility Systems Obligations Remption - Waste Water,Exempt from Tax,4.000,2947,0,2947,07/01/2026
Utility Obligations,627,2021 Util Oblig,590545V30,07/01/2045,06/17/2021,3215-ELC,Utility Systems Obligations Redemption - ELC,Exempt from Tax,4.000,32877,0,32877,07/01/2026
Utility Obligations,627,2021 Util Oblig,590545V30,07/01/2045,06/17/2021,3215-GAS,Utility Systems Obligations Redemption - GAS,Exempt from Tax,4.000,5698,0,5698,07/01/2026
Utility Obligations,627,2021 Util Oblig,590545V30,07/01/2045,06/17/2021,3215-WTR,Utility Systems Obligations Redemption - Water,Exempt from Tax,4.000,45620,0,45620,07/01/2026
Utility Obligations,627,2021 Util Oblig,590545V30,07/01/2045,06/17/2021,3215-WW,Utility Systems Obligations Remption - Waste Water,Exempt from Tax,4.000,11405,0,11405,07/01/2026
Utility Obligations,630,2022 Util Oblig,590545V48,07/01/2029,06/22/2022,3215-ELC,Utility Systems Obligations Redemption - ELC,Exempt from Tax,5.000,11272,0,11272,07/01/2026
Utility Obligations,630,2022 Util Oblig,590545V48,07/01/2029,06/22/2022,3215-GAS,Utility Systems Obligations Redemption - GAS,Exempt from Tax,5.000,5633,0,5633,07/01/2026
Utility Obligations,630,2022 Util Oblig,590545V48,07/01/2029,06/22/2022,3215-WTR,Utility Systems Obligations Redemption - Water,Exempt from Tax,5.000,42833,0,42833,07/01/2026
Utility Obligations,630,2022 Util Oblig,590545V48,07/01/2029,06/22/2022,3215-WW,Utility Systems Obligations Remption - Waste Water,Exempt from Tax,5.000,6763,0,6763,07/01/2026
Utility Obligations,630,2022 Util Oblig,590545V55,07/01/2030,06/22/2022,3215-ELC,Utility Systems Obligations Redemption - ELC,Exempt from Tax,5.000,11335,0,11335,07/01/2026
Utility Obligations,630,2022 Util Oblig,590545V55,07/01/2030,06/22/2022,3215-GAS,Utility Systems Obligations Redemption - GAS,Exempt from Tax,5.000,5664,0,5664,07/01/2026
Utility Obligations,630,2022 Util Oblig,590545V55,07/01/2030,06/22/2022,3215-WTR,Utility Systems Obligations Redemption - Water,Exempt from Tax,5.000,43074,0,43074,07/01/2026
Utility Obligations,630,2022 Util Oblig,590545V55,07/01/2030,06/22/2022,3215-WW,Utility Systems Obligations Remption - Waste Water,Exempt from Tax,5.000,6801,0,6801,07/01/2026
Utility Obligations,630,2022 Util Oblig,590545V63,07/01/2031,06/22/2022,3215-ELC,Utility Systems Obligations Redemption - ELC,Exempt from Tax,5.000,11335,0,11335,07/01/2026
Utility Obligations,630,2022 Util Oblig,590545V63,07/01/2031,06/22/2022,3215-GAS,Utility Systems Obligations Redemption - GAS,Exempt from Tax,5.000,5664,0,5664,07/01/2026
Utility Obligations,630,2022 Util Oblig,590545V63,07/01/2031,06/22/2022,3215-WTR,Utility Systems Obligations Redemption - Water,Exempt from Tax,5.000,43074,0,43074,07/01/2026
Utility Obligations,630,2022 Util Oblig,590545V63,07/01/2031,06/22/2022,3215-WW,Utility Systems Obligations Remption - Waste Water,Exempt from Tax,5.000,6801,0,6801,07/01/2026
Utility Obligations,630,2022 Util Oblig,590545V71,07/01/2032,06/22/2022,3215-ELC,Utility Systems Obligations Redemption - ELC,Exempt from Tax,5.000,11441,0,11441,07/01/2026
Utility Obligations,630,2022 Util Oblig,590545V71,07/01/2032,06/22/2022,3215-GAS,Utility Systems Obligations Redemption - GAS,Exempt from Tax,5.000,5717,0,5717,07/01/2026
Utility Obligations,630,2022 Util Oblig,590545V71,07/01/2032,06/22/2022,3215-WTR,Utility Systems Obligations Redemption - Water,Exempt from Tax,5.000,43477,0,43477,07/01/2026
Utility Obligations,630,2022 Util Oblig,590545V71,07/01/2032,06/22/2022,3215-WW,Utility Systems Obligations Remption - Waste Water,Exempt from Tax,5.000,6865,0,6865,07/01/2026
Utility Obligations,630,2022 Util Oblig,590545V89,07/01/2033,06/22/2022,3215-ELC,Utility Systems Obligations Redemption - ELC,Exempt from Tax,5.000,11441,0,11441,07/01/2026
Utility Obligations,630,2022 Util Oblig,590545V89,07/01/2033,06/22/2022,3215-GAS,Utility Systems Obligations Redemption - GAS,Exempt from Tax,5.000,5717,0,5717,07/01/2026
Utility Obligations,630,2022 Util Oblig,590545V89,07/01/2033,06/22/2022,3215-WTR,Utility Systems Obligations Redemption - Water,Exempt from Tax,5.000,43477,0,43477,07/01/2026
Utility Obligations,630,2022 Util Oblig,590545V89,07/01/2033,06/22/2022,3215-WW,Utility Systems Obligations Remption - Waste Water,Exempt from Tax,5.000,6865,0,6865,07/01/2026
Utility Obligations,630,2022 Util Oblig,590545V97,07/01/2034,06/22/2022,3215-ELC,Utility Systems Obligations Redemption - ELC,Exempt from Tax,5.000,11441,0,11441,07/01/2026
Utility Obligations,630,2022 Util Oblig,590545V97,07/01/2034,06/22/2022,3215-GAS,Utility Systems Obligations Redemption - GAS,Exempt from Tax,5.000,5717,0,5717,07/01/2026
Utility Obligations,630,2022 Util Oblig,590545V97,07/01/2034,06/22/2022,3215-WTR,Utility Systems Obligations Redemption - Water,Exempt from Tax,5.000,43477,0,43477,07/01/2026
Utility Obligations,630,2022 Util Oblig,590545V97,07/01/2034,06/22/2022,3215-WW,Utility Systems Obligations Remption - Waste Water,Exempt from Tax,5.000,6865,0,6865,07/01/2026
Utility Revenue,576,2015 Util,590545VD8,07/01/2026,06/04/2015,3205-ELC,Utility Systems Bond Redemption - Electric,Exempt from Tax,5.000,2532,101283,103815,07/01/2026
Utility Revenue,576,2015 Util,590545VD8,07/01/2026,06/04/2015,3205-GAS,Utility Systems Bond Redemption - Gas,Exempt from Tax,5.000,3962,158496,162459,07/01/2026
Utility Revenue,576,2015 Util,590545VD8,07/01/2026,06/04/2015,3205-SW,Utility Systems Bond Redemption - Solid Waste,Exempt from Tax,5.000,4072,162882,166954,07/01/2026
Utility Revenue,576,2015 Util,590545VD8,07/01/2026,06/04/2015,3205-WTR,Utility Systems Bond Redemption - Water,Exempt from Tax,5.000,22558,902338,924897,07/01/2026
Utility Revenue,576,2015 Util,590545VE6,07/01/2027,06/04/2015,3205-ELC,Utility Systems Bond Redemption - Electric,Exempt from Tax,5.000,2675,0,2675,07/01/2026
Utility Revenue,576,2015 Util,590545VE6,07/01/2027,06/04/2015,3205-GAS,Utility Systems Bond Redemption - Gas,Exempt from Tax,5.000,4187,0,4187,07/01/2026
Utility Revenue,576,2015 Util,590545VE6,07/01/2027,06/04/2015,3205-SW,Utility Systems Bond Redemption - Solid Waste,Exempt from Tax,5.000,4303,0,4303,07/01/2026
Utility Revenue,576,2015 Util,590545VE6,07/01/2027,06/04/2015,3205-WTR,Utility Systems Bond Redemption - Water,Exempt from Tax,5.000,23835,0,23835,07/01/2026
Utility Revenue,576,2015 Util,590545VF3,07/01/2028,06/04/2015,3205-ELC,Utility Systems Bond Redemption - Electric,Exempt from Tax,5.000,2771,0,2771,07/01/2026
Utility Revenue,576,2015 Util,590545VF3,07/01/2028,06/04/2015,3205-GAS,Utility Systems Bond Redemption - Gas,Exempt from Tax,5.000,4336,0,4336,07/01/2026
Utility Revenue,576,2015 Util,590545VF3,07/01/2028,06/04/2015,3205-SW,Utility Systems Bond Redemption - Solid Waste,Exempt from Tax,5.000,4456,0,4456,07/01/2026
Utility Revenue,576,2015 Util,590545VF3,07/01/2028,06/04/2015,3205-WTR,Utility Systems Bond Redemption - Water,Exempt from Tax,5.000,24687,0,24687,07/01/2026
Utility Revenue,576,2015 Util,590545VG1,07/01/2029,06/04/2015,3205-ELC,Utility Systems Bond Redemption - Electric,Exempt from Tax,3.500,2040,0,2040,07/01/2026
Utility Revenue,576,2015 Util,590545VG1,07/01/2029,06/04/2015,3205-GAS,Utility Systems Bond Redemption - Gas,Exempt from Tax,3.500,3192,0,3192,07/01/2026
Utility Revenue,576,2015 Util,590545VG1,07/01/2029,06/04/2015,3205-SW,Utility Systems Bond Redemption - Solid Waste,Exempt from Tax,3.500,3281,0,3281,07/01/2026
Utility Revenue,576,2015 Util,590545VG1,07/01/2029,06/04/2015,3205-WTR,Utility Systems Bond Redemption - Water,Exempt from Tax,3.500,18174,0,18174,07/01/2026
Utility Revenue,576,2015 Util,590545VH9,07/01/2030,06/04/2015,3205-ELC,Utility Systems Bond Redemption - Electric,Exempt from Tax,4.000,2446,0,2446,07/01/2026
Utility Revenue,576,2015 Util,590545VH9,07/01/2030,06/04/2015,3205-GAS,Utility Systems Bond Redemption - Gas,Exempt from Tax,4.000,3828,0,3828,07/01/2026
Utility Revenue,576,2015 Util,590545VH9,07/01/2030,06/04/2015,3205-SW,Utility Systems Bond Redemption - Solid Waste,Exempt from Tax,4.000,3934,0,3934,07/01/2026
Utility Revenue,576,2015 Util,590545VH9,07/01/2030,06/04/2015,3205-WTR,Utility Systems Bond Redemption - Water,Exempt from Tax,4.000,21792,0,21792,07/01/2026
Utility Revenue,576,2015 Util,590545VJ5,07/01/2031,06/04/2015,3205-ELC,Utility Systems Bond Redemption - Electric,Exempt from Tax,4.000,2599,0,2599,07/01/2026
Utility Revenue,576,2015 Util,590545VJ5,07/01/2031,06/04/2015,3205-GAS,Utility Systems Bond Redemption - Gas,Exempt from Tax,4.000,4067,0,4067,07/01/2026
Utility Revenue,576,2015 Util,590545VJ5,07/01/2031,06/04/2015,3205-SW,Utility Systems Bond Redemption - Solid Waste,Exempt from Tax,4.000,4180,0,4180,07/01/2026
Utility Revenue,576,2015 Util,590545VJ5,07/01/2031,06/04/2015,3205-WTR,Utility Systems Bond Redemption - Water,Exempt from Tax,4.000,23154,0,23154,07/01/2026
Utility Revenue,576,2015 Util,590545VK2,07/01/2032,06/04/2015,3205-ELC,Utility Systems Bond Redemption - Electric,Exempt from Tax,4.000,2714,0,2714,07/01/2026
Utility Revenue,576,2015 Util,590545VK2,07/01/2032,06/04/2015,3205-GAS,Utility Systems Bond Redemption - Gas,Exempt from Tax,4.000,4247,0,4247,07/01/2026
Utility Revenue,576,2015 Util,590545VK2,07/01/2032,06/04/2015,3205-SW,Utility Systems Bond Redemption - Solid Waste,Exempt from Tax,4.000,4364,0,4364,07/01/2026
Utility Revenue,576,2015 Util,590545VK2,07/01/2032,06/04/2015,3205-WTR,Utility Systems Bond Redemption - Water,Exempt from Tax,4.000,24176,0,24176,07/01/2026
Utility Revenue,576,2015 Util,590545VL0,07/01/2033,06/04/2015,3205-ELC,Utility Systems Bond Redemption - Electric,Exempt from Tax,4.000,2866,0,2866,07/01/2026
Utility Revenue,576,2015 Util,590545VL0,07/01/2033,06/04/2015,3205-GAS,Utility Systems Bond Redemption - Gas,Exempt from Tax,4.000,4486,0,4486,07/01/2026
Utility Revenue,576,2015 Util,590545VL0,07/01/2033,06/04/2015,3205-SW,Utility Systems Bond Redemption - Solid Waste,Exempt from Tax,4.000,4610,0,4610,07/01/2026
Utility Revenue,576,2015 Util,590545VL0,07/01/2033,06/04/2015,3205-WTR,Utility Systems Bond Redemption - Water,Exempt from Tax,4.000,25538,0,25538,07/01/2026
Utility Revenue,576,2015 Util,590545VM8,07/01/2034,06/04/2015,3205-ELC,Utility Systems Bond Redemption - Electric,Exempt from Tax,4.000,2981,0,2981,07/01/2026
Utility Revenue,576,2015 Util,590545VM8,07/01/2034,06/04/2015,3205-GAS,Utility Systems Bond Redemption - Gas,Exempt from Tax,4.000,4665,0,4665,07/01/2026
Utility Revenue,576,2015 Util,590545VM8,07/01/2034,06/04/2015,3205-SW,Utility Systems Bond Redemption - Solid Waste,Exempt from Tax,4.000,4794,0,4794,07/01/2026
Utility Revenue,576,2015 Util,590545VM8,07/01/2034,06/04/2015,3205-WTR,Utility Systems Bond Redemption - Water,Exempt from Tax,4.000,26559,0,26559,07/01/2026
Utility Revenue,576,2015 Util,590545VN6,07/01/2035,06/04/2015,3205-ELC,Utility Systems Bond Redemption - Electric,Exempt from Tax,3.500,2742,0,2742,07/01/2026
Utility Revenue,576,2015 Util,590545VN6,07/01/2035,06/04/2015,3205-GAS,Utility Systems Bond Redemption - Gas,Exempt from Tax,3.500,4291,0,4291,07/01/2026
Utility Revenue,576,2015 Util,590545VN6,07/01/2035,06/04/2015,3205-SW,Utility Systems Bond Redemption - Solid Waste,Exempt from Tax,3.500,4410,0,4410,07/01/2026
Utility Revenue,576,2015 Util,590545VN6,07/01/2035,06/04/2015,3205-WTR,Utility Systems Bond Redemption - Water,Exempt from Tax,3.500,24431,0,24431,07/01/2026
Utility Revenue,576,2015 Util,590545VP1,07/01/2037,06/04/2015,3205-ELC,Utility Systems Bond Redemption - Electric,Exempt from Tax,3.000,2465,0,2465,07/01/2026
Utility Revenue,576,2015 Util,590545VP1,07/01/2037,06/04/2015,3205-GAS,Utility Systems Bond Redemption - Gas,Exempt from Tax,3.000,3858,0,3858,07/01/2026
Utility Revenue,576,2015 Util,590545VP1,07/01/2037,06/04/2015,3205-SW,Utility Systems Bond Redemption - Solid Waste,Exempt from Tax,3.000,3964,0,3964,07/01/2026
Utility Revenue,576,2015 Util,590545VP1,07/01/2037,06/04/2015,3205-WTR,Utility Systems Bond Redemption - Water,Exempt from Tax,3.000,21963,0,21963,07/01/2026
Utility Revenue,576,2015 Util,590545VQ9,07/01/2038,06/04/2015,3205-ELC,Utility Systems Bond Redemption - Electric,Exempt from Tax,2.000,1735,0,1735,07/01/2026
Utility Revenue,576,2015 Util,590545VQ9,07/01/2038,06/04/2015,3205-GAS,Utility Systems Bond Redemption - Gas,Exempt from Tax,2.000,2715,0,2715,07/01/2026
Utility Revenue,576,2015 Util,590545VQ9,07/01/2038,06/04/2015,3205-SW,Utility Systems Bond Redemption - Solid Waste,Exempt from Tax,2.000,2791,0,2791,07/01/2026
